cauldron_001,cauldron_002,cauldron_003,cauldron_004,cauldron_005,cauldron_006,cauldron_007,cauldron_008,cauldron_009,cauldron_010,cauldron_011,cauldron_012,time
526.33,469.4,443.0,250.57,337.48,313.97,601.1,87.74,680.86,304.29,313.08,150.54,1762084800.0
526.45,469.28,442.87,250.76,337.59,313.5,600.65,87.81,681.13,304.28,312.63,150.62,1762084860.0
526.33,469.43,442.79,250.76,337.51,313.03,600.2,87.89,681.38,304.2,312.18,150.69,1762084920.0
526.64,469.41,442.73,250.82,337.73,312.56,599.75,87.96,681.62,304.21,311.73,150.77,1762084980.0
526.83,469.55,442.8,250.98,337.7,312.09,599.3,88.08,681.53,304.36,311.28,150.88,1762085040.0
527.1,469.68,442.76,251.06,337.65,311.62,598.85,88.19,682.0,304.38,310.83,150.96,1762085100.0
527.11,469.54,442.72,251.16,337.63,311.15,598.4,88.3,682.07,304.52,310.38,150.99,1762085160.0
527.09,469.4,442.89,251.31,337.59,310.68,597.95,88.35,682.57,304.64,309.93,150.98,1762085220.0
527.32,469.39,443.1,251.27,337.83,310.21,597.5,88.39,682.86,304.6,309.48,151.09,1762085280.0
527.48,469.4,443.26,251.25,337.79,309.74,597.05,88.45,682.74,304.59,309.03,151.21,1762085340.0
527.34,469.4,443.3,251.36,337.97,309.27,596.6,88.57,682.83,304.7,308.58,151.27,1762085400.0
527.19,469.63,443.38,251.47,337.9,308.8,596.15,88.65,682.97,304.88,308.13,151.29,1762085460.0
527.53,469.74,443.5,251.64,337.88,308.33,595.7,88.75,682.94,305.06,307.68,151.4,1762085520.0
527.8,469.69,443.38,251.6,337.94,307.86,595.25,88.85,683.16,305.24,307.23,151.42,1762085580.0
528.02,469.56,443.69,251.79,338.12,307.39,594.8,88.98,683.53,305.43,306.78,151.47,1762085640.0
527.86,469.78,443.62,251.96,338.23,306.92,594.35,89.01,683.5,305.64,306.33,151.5,1762085700.0
527.96,470.07,443.72,252.11,338.19,306.45,593.9,89.11,683.83,305.61,305.88,151.59,1762085760.0
528.3,469.98,443.85,252.26,338.29,305.98,593.45,89.15,684.0,305.59,305.43,151.66,1762085820.0
528.26,470.03,444.03,252.25,338.25,305.51,593.0,89.26,684.17,305.59,304.98,151.67,1762085880.0
528.35,469.92,444.33,252.35,338.21,305.04,592.55,89.34,684.35,305.52,304.53,151.71,1762085940.0
528.44,470.1,444.42,252.36,338.23,304.57,592.1,89.45,684.32,305.59,304.08,151.8,1762086000.0
528.45,469.94,444.46,252.34,338.39,304.1,591.65,89.5,684.71,305.73,303.63,151.92,1762086060.0
528.33,469.81,444.35,252.45,338.59,303.63,591.2,89.58,684.99,305.87,303.18,151.93,1762086120.0
528.36,469.89,444.65,252.61,338.62,303.16,590.75,89.63,684.84,305.83,302.73,151.92,1762086180.0
528.2,470.12,444.88,252.68,338.7,302.69,590.3,89.7,685.22,305.96,302.28,151.97,1762086240.0
528.28,470.16,444.79,252.86,338.68,302.22,589.85,89.81,685.27,306.17,301.83,152.06,1762086300.0
528.14,470.15,444.92,252.96,338.75,301.75,589.4,89.92,685.24,306.27,301.38,152.17,1762086360.0
527.98,470.3,444.87,253.05,338.84,301.28,588.95,89.97,685.24,306.35,300.93,152.2,1762086420.0
527.99,470.58,444.74,253.12,338.96,300.81,588.5,90.02,685.71,306.38,300.48,152.19,1762086480.0
527.92,470.82,444.96,253.1,338.87,300.34,588.05,90.12,685.67,306.38,300.03,152.2,1762086540.0
528.2,471.0,445.0,253.22,338.97,299.87,587.6,90.17,685.69,306.43,299.58,152.24,1762086600.0
528.49,471.06,444.96,253.36,338.92,299.4,587.15,90.21,686.17,306.57,299.13,152.3,1762086660.0
528.41,471.19,445.12,253.51,339.11,298.93,586.7,90.31,686.09,306.54,298.68,152.32,1762086720.0
528.46,471.47,445.09,253.63,339.23,298.46,586.25,90.4,686.1,306.54,298.23,152.37,1762086780.0
528.34,471.75,445.27,253.64,339.38,297.99,585.8,90.46,686.25,306.57,297.78,152.37,1762086840.0
528.34,471.94,445.18,253.75,339.56,297.52,585.35,90.54,686.27,306.65,297.33,152.49,1762086900.0
528.48,471.88,445.3,253.85,339.76,297.05,584.9,90.66,686.68,306.76,296.88,152.57,1762086960.0
528.74,471.87,445.22,253.97,339.91,296.58,584.45,90.77,687.15,306.91,296.43,152.67,1762087020.0
528.95,471.97,445.41,253.93,339.99,296.11,584.0,90.84,687.49,307.01,295.98,152.69,1762087080.0
529.1,472.03,445.51,254.07,340.16,295.64,583.55,90.9,687.48,307.2,295.53,152.71,1762087140.0
528.96,471.9,445.57,254.19,340.36,295.17,583.1,90.98,687.4,307.18,295.08,152.78,1762087200.0
529.06,472.02,445.73,254.31,340.29,294.7,582.65,91.09,687.85,307.41,294.63,152.84,1762087260.0
529.09,472.14,445.89,254.44,340.31,294.23,582.2,91.15,688.17,307.34,294.18,152.94,1762087320.0
528.97,472.18,446.07,254.43,340.27,293.76,581.75,91.27,688.56,307.46,293.73,153.05,1762087380.0
529.28,472.28,446.02,254.47,340.39,293.29,581.3,91.37,688.4,307.51,293.28,153.1,1762087440.0
529.17,472.58,446.25,254.47,340.5,292.82,580.85,91.43,688.7,307.58,292.83,153.12,1762087500.0
529.38,472.64,446.18,254.64,340.43,292.35,580.4,91.54,688.66,307.68,292.38,153.11,1762087560.0
529.35,472.6,446.41,254.65,340.46,291.88,579.95,91.62,688.54,307.61,291.93,153.22,1762087620.0
529.45,472.55,446.32,254.77,340.67,291.41,579.5,91.71,688.72,307.64,291.48,153.31,1762087680.0
529.35,472.4,446.61,254.78,340.74,290.94,579.05,91.81,688.94,307.83,291.03,153.43,1762087740.0
529.3,472.59,446.59,254.86,340.76,290.47,578.6,91.91,689.1,307.82,290.58,153.51,1762087800.0
529.62,472.81,446.55,254.84,340.97,290.0,578.15,92.03,689.13,307.94,290.13,153.55,1762087860.0
529.47,472.99,446.7,254.83,341.19,289.53,577.7,92.13,689.09,307.96,289.68,153.55,1762087920.0
529.41,473.06,446.92,254.86,341.42,289.06,577.25,92.23,689.39,308.07,289.23,153.66,1762087980.0
529.31,473.31,446.97,254.95,341.62,288.59,576.8,92.29,689.53,308.03,288.78,153.68,1762088040.0
529.47,473.58,446.97,255.08,341.69,288.12,576.35,92.39,689.55,308.23,288.33,153.77,1762088100.0
529.47,473.74,446.89,255.21,341.62,287.65,575.9,92.5,689.44,308.28,287.88,153.85,1762088160.0
529.62,473.87,446.82,255.35,341.55,287.18,575.45,92.54,689.36,308.39,287.43,153.91,1762088220.0
529.48,473.84,446.78,255.42,341.74,286.71,575.0,92.65,689.54,308.34,286.98,153.92,1762088280.0
529.63,474.0,446.91,255.48,341.89,286.24,574.55,92.74,689.83,308.26,286.53,153.97,1762088340.0
529.85,474.11,447.02,255.54,341.92,285.77,574.1,92.81,689.77,308.26,286.08,153.97,1762088400.0
529.69,473.97,447.23,255.51,341.92,285.3,573.65,92.91,689.79,308.24,285.63,153.96,1762088460.0
529.89,474.24,447.27,255.51,341.95,284.83,573.2,93.02,690.13,308.22,285.72,153.98,1762088520.0
529.8,474.35,447.46,255.62,342.1,284.36,572.75,93.07,690.24,308.17,285.69,154.11,1762088580.0
530.14,474.32,447.63,255.72,342.03,283.89,572.3,93.14,690.49,308.34,285.9,154.21,1762088640.0
530.28,474.62,447.61,255.86,342.09,283.42,571.85,93.22,690.44,308.28,286.09,154.31,1762088700.0
530.4,474.47,447.52,256.04,342.21,282.95,571.4,93.28,690.39,308.32,286.2,154.4,1762088760.0
530.23,474.37,447.68,256.06,342.28,282.48,570.95,93.39,690.47,308.37,286.37,154.39,1762088820.0
530.45,474.44,447.87,256.11,342.35,282.01,570.5,93.51,690.64,308.41,286.43,154.42,1762088880.0
530.68,474.44,447.75,256.1,342.59,281.54,570.05,93.55,690.72,308.33,286.64,154.55,1762088940.0
530.93,474.42,447.63,256.28,342.63,281.07,569.6,93.67,690.56,308.43,286.84,154.67,1762089000.0
530.85,474.41,447.89,256.23,342.78,280.6,569.15,93.77,690.67,308.44,286.96,154.74,1762089060.0
531.15,474.63,448.01,256.25,342.86,280.13,568.7,93.82,691.16,308.41,287.17,154.73,1762089120.0
531.43,474.56,448.11,256.31,342.98,279.66,568.25,93.86,691.24,308.49,287.28,154.84,1762089180.0
531.26,474.79,448.19,256.41,343.07,279.19,567.8,93.96,691.58,308.62,287.42,154.85,1762089240.0
531.14,474.67,448.2,256.5,343.22,278.72,567.35,94.07,692.0,308.84,287.6,154.9,1762089300.0
531.46,474.88,448.46,256.64,343.4,278.25,566.9,94.18,692.21,308.78,287.75,154.9,1762089360.0
531.81,474.86,448.59,256.72,343.61,277.78,566.45,94.28,692.22,308.94,287.93,154.98,1762089420.0
531.64,474.83,448.76,256.85,343.78,277.31,566.0,94.38,692.11,309.14,288.09,155.11,1762089480.0
531.5,475.11,448.97,257.04,343.72,276.84,565.55,94.47,692.33,309.2,288.28,155.18,1762089540.0
531.73,474.95,449.1,257.06,343.87,276.37,565.1,94.51,692.26,309.38,288.29,155.18,1762089600.0
531.66,475.13,449.22,257.09,343.78,275.9,564.65,94.57,692.6,309.46,288.38,155.27,1762089660.0
531.71,475.15,449.35,257.11,344.02,275.43,564.2,94.69,692.5,309.45,288.5,155.4,1762089720.0
531.77,475.3,449.54,257.11,344.21,274.96,563.75,94.75,692.6,309.38,288.61,155.45,1762089780.0
531.69,475.39,449.73,257.15,344.12,274.49,563.3,94.85,692.59,309.51,288.76,155.56,1762089840.0
531.83,475.68,449.97,257.21,344.2,274.02,562.85,94.95,692.92,309.48,288.87,155.67,1762089900.0
532.16,475.61,450.06,257.31,344.38,273.55,562.4,95.02,692.83,309.67,288.85,155.67,1762089960.0
532.08,475.58,450.37,257.37,344.42,273.08,561.95,95.1,692.94,309.74,288.87,155.81,1762090020.0
532.33,475.77,450.28,257.36,344.33,272.61,561.5,95.16,693.02,309.73,288.94,155.81,1762090080.0
532.21,475.7,450.33,257.47,344.24,272.14,561.05,95.24,693.3,309.81,289.1,155.95,1762090140.0
532.31,475.89,450.31,257.42,344.49,271.67,560.6,95.27,693.56,309.94,289.18,156.03,1762090200.0
532.42,475.96,450.44,257.46,344.61,271.2,560.15,95.31,693.79,310.03,289.34,156.02,1762090260.0
532.41,476.03,450.56,257.52,344.61,270.73,559.7,95.4,693.65,310.0,289.51,156.11,1762090320.0
532.69,476.25,450.66,257.5,344.71,270.26,559.25,95.49,693.64,310.2,289.71,156.13,1762090380.0
532.54,476.13,450.57,257.62,344.92,269.79,558.8,95.57,694.06,310.13,289.7,156.27,1762090440.0
532.42,476.32,450.81,257.75,344.87,269.32,558.35,95.64,694.01,310.06,289.93,156.36,1762090500.0
532.47,476.22,450.99,257.86,345.06,268.85,557.9,95.7,693.93,310.16,290.16,156.4,1762090560.0
532.76,476.14,450.91,257.91,345.01,268.38,557.45,95.81,694.13,310.15,290.21,156.54,1762090620.0
532.86,476.33,450.79,258.11,345.08,267.91,557.0,95.89,694.55,310.18,290.3,156.6,1762090680.0
533.1,476.42,450.98,258.16,345.06,267.44,556.55,95.93,694.83,310.12,290.38,156.69,1762090740.0
533.27,476.65,451.14,258.3,345.15,266.97,556.1,95.98,694.7,310.05,290.38,156.7,1762090800.0
533.18,476.76,451.43,258.43,345.14,266.5,555.65,96.11,695.19,310.11,290.45,156.82,1762090860.0
533.45,476.76,451.66,258.46,345.38,266.03,555.2,96.23,695.37,310.19,290.65,156.94,1762090920.0
533.27,476.69,451.74,258.61,345.62,265.56,554.75,96.29,695.64,310.31,290.73,157.01,1762090980.0
533.56,476.64,451.79,258.74,345.85,265.09,554.3,96.37,695.62,310.26,290.8,157.09,1762091040.0
533.6,476.81,452.02,258.7,345.9,264.62,553.85,96.48,695.65,310.38,290.82,157.17,1762091100.0
533.58,476.76,451.98,258.69,345.89,264.15,553.4,96.55,695.48,310.51,290.99,157.26,1762091160.0
533.44,476.59,451.98,258.72,346.05,263.68,552.95,96.65,695.52,310.66,291.17,157.25,1762091220.0
533.7,476.51,452.14,258.88,346.09,263.21,552.5,96.71,695.84,310.85,291.26,157.29,1762091280.0
533.88,476.65,452.04,258.98,346.06,262.74,552.05,96.75,696.31,310.93,291.45,157.41,1762091340.0
533.86,476.9,451.92,259.16,346.2,262.27,551.6,96.85,696.78,310.92,291.49,157.42,1762091400.0
534.18,477.14,452.06,259.19,346.22,261.8,551.15,96.91,697.27,310.94,291.47,157.41,1762091460.0
534.41,476.99,452.1,259.15,346.28,261.33,550.7,96.96,697.2,310.86,291.5,157.48,1762091520.0
534.68,477.22,452.11,259.28,346.31,260.86,550.25,97.04,697.53,310.8,291.45,157.55,1762091580.0
534.89,477.16,452.29,259.43,346.27,260.39,549.8,97.16,697.39,310.82,291.65,157.59,1762091640.0
534.84,477.36,452.52,259.58,346.45,259.92,549.35,97.25,697.9,310.77,291.85,157.7,1762091700.0
534.69,477.65,452.56,259.69,346.51,259.45,548.9,97.37,697.89,310.88,291.97,157.69,1762091760.0
534.83,477.81,452.53,259.68,346.64,258.98,548.45,97.46,697.74,311.06,292.07,157.77,1762091820.0
535.1,477.98,452.68,259.82,346.81,258.51,548.0,97.49,698.08,311.12,292.16,157.9,1762091880.0
535.4,477.95,452.96,259.98,347.01,258.04,547.55,97.57,697.99,311.08,292.36,157.98,1762091940.0
535.27,477.81,453.05,260.11,346.92,257.57,547.1,97.63,698.37,311.28,292.48,158.01,1762092000.0
535.45,478.03,453.35,260.3,346.93,257.1,546.65,97.76,698.69,311.47,292.56,158.09,1762092060.0
535.62,478.32,453.24,260.26,347.13,256.63,546.2,97.84,698.65,311.54,292.64,158.19,1762092120.0
535.76,478.42,453.11,260.28,347.05,256.16,545.75,97.88,698.78,311.5,292.79,158.28,1762092180.0
535.77,478.36,453.29,260.48,347.3,255.69,545.3,97.97,698.82,311.5,292.96,158.36,1762092240.0
535.62,478.38,453.46,260.45,347.4,255.22,544.85,98.04,699.12,311.69,293.04,158.48,1762092300.0
535.87,478.47,453.67,260.48,347.61,254.75,544.4,98.17,699.46,311.74,293.02,158.55,1762092360.0
536.18,478.59,453.88,260.58,347.64,254.28,543.95,98.2,699.93,311.76,293.01,158.62,1762092420.0
536.36,478.61,453.77,260.54,347.61,253.81,543.5,98.3,700.09,311.84,293.08,158.75,1762092480.0
536.52,478.84,454.05,260.57,347.58,253.34,543.05,98.35,700.5,311.98,293.17,158.8,1762092540.0
536.45,478.88,454.22,260.63,347.67,252.87,542.6,98.45,700.96,311.98,293.21,158.84,1762092600.0
536.54,478.75,454.47,260.78,347.86,252.4,542.15,98.49,701.26,311.97,293.17,158.9,1762092660.0
536.52,478.59,454.48,260.79,347.86,251.93,541.7,98.6,701.51,312.19,293.31,158.92,1762092720.0
536.37,478.44,454.63,260.96,347.92,251.46,541.25,98.65,701.53,312.32,293.46,158.99,1762092780.0
536.68,478.29,454.71,261.08,348.11,251.52,540.8,98.74,701.72,312.42,293.7,159.03,1762092840.0
537.03,478.24,454.74,261.07,348.09,251.65,540.35,98.86,701.56,312.51,293.92,159.03,1762092900.0
536.93,478.25,454.82,261.13,348.18,251.73,539.9,98.94,701.43,312.65,294.0,159.12,1762092960.0
537.05,478.54,454.91,261.24,348.34,251.67,539.45,99.0,701.68,312.86,294.2,159.15,1762093020.0
537.25,478.59,454.81,261.4,348.58,251.81,539.0,99.03,701.77,312.78,294.17,159.19,1762093080.0
537.41,478.8,454.89,261.53,348.74,251.78,538.55,99.12,701.67,312.91,294.14,159.19,1762093140.0
537.63,478.67,454.83,261.7,348.83,251.82,538.1,99.16,701.75,312.95,294.18,159.19,1762093200.0
537.79,478.53,454.69,261.69,349.07,251.83,537.65,99.27,702.16,313.09,294.24,159.19,1762093260.0
537.96,478.47,454.99,261.72,349.03,251.78,537.2,99.32,702.34,313.23,294.26,159.21,1762093320.0
537.96,478.67,455.0,261.88,348.96,251.93,536.75,99.42,702.2,313.45,294.48,159.19,1762093380.0
538.27,478.81,454.89,262.04,348.92,251.97,536.3,99.52,702.31,313.67,294.61,159.19,1762093440.0
538.09,478.85,455.19,262.04,349.0,252.02,535.85,99.57,702.76,313.63,294.58,159.27,1762093500.0
538.24,478.86,455.23,262.06,349.22,252.18,535.4,99.63,702.73,313.64,294.75,159.3,1762093560.0
538.16,479.13,455.23,262.1,349.22,252.23,534.95,99.71,702.57,313.66,294.92,159.36,1762093620.0
537.99,479.3,455.55,262.26,349.39,252.21,534.5,99.84,702.95,313.72,295.05,159.36,1762093680.0
538.09,479.54,455.85,262.23,349.47,252.31,534.05,99.87,703.33,313.86,295.25,159.37,1762093740.0
538.31,479.55,455.81,262.42,349.63,252.36,533.6,99.97,703.6,313.84,295.23,159.46,1762093800.0
538.51,479.67,456.11,262.54,349.62,252.36,533.57,100.06,703.8,313.85,295.19,159.54,1762093860.0
538.45,479.59,456.35,262.66,349.7,252.31,533.57,100.14,703.9,314.03,295.18,159.63,1762093920.0
538.57,479.8,456.42,262.65,349.84,252.27,533.62,100.18,704.18,314.13,295.25,159.67,1762093980.0
538.55,479.95,456.72,262.78,349.76,252.42,533.89,100.26,704.67,314.2,295.3,159.77,1762094040.0
538.52,480.06,456.89,262.74,349.92,252.6,533.74,100.34,705.05,314.23,295.32,159.8,1762094100.0
538.78,480.02,456.77,262.8,350.1,252.73,534.02,100.46,704.92,314.38,295.39,159.83,1762094160.0
538.88,479.89,456.64,262.96,350.13,252.79,534.18,100.57,705.09,314.33,295.45,159.83,1762094220.0
538.9,479.81,456.83,263.05,350.13,252.91,534.17,100.63,705.39,314.3,295.66,159.93,1762094280.0
538.89,479.99,457.01,263.13,350.16,253.04,534.03,100.76,705.8,314.35,295.75,159.98,1762094340.0
538.71,479.87,457.07,263.23,350.3,253.1,534.09,100.86,706.12,314.32,295.87,160.03,1762094400.0
538.77,479.77,457.2,263.34,350.52,253.06,534.45,100.91,706.61,314.39,295.99,160.13,1762094460.0
538.74,479.97,457.47,263.39,350.65,253.02,534.38,101.02,707.12,314.44,296.16,160.17,1762094520.0
538.6,479.99,457.5,263.53,350.71,253.1,534.53,101.06,707.34,314.46,296.35,160.17,1762094580.0
538.62,480.13,457.71,263.51,350.69,253.03,534.75,101.16,707.59,314.63,296.32,160.28,1762094640.0
538.67,480.1,457.88,263.49,350.73,253.13,534.75,101.27,708.07,314.86,296.34,160.35,1762094700.0
538.69,480.27,457.8,263.69,350.68,253.06,535.03,101.4,708.59,314.96,296.56,160.37,1762094760.0
538.54,480.33,457.75,263.67,350.68,252.99,535.3,101.52,708.8,315.13,296.64,160.43,1762094820.0
538.78,480.19,457.81,263.81,350.83,253.02,535.37,101.61,708.99,315.26,296.8,160.46,1762094880.0
539.08,480.41,457.86,263.95,351.02,252.96,535.37,101.69,709.25,315.25,297.02,160.54,1762094940.0
539.03,480.71,458.16,264.02,351.19,253.08,535.56,101.82,709.52,315.19,297.02,160.65,1762095000.0
539.37,480.85,458.35,264.19,351.25,253.2,535.51,101.93,709.72,315.29,297.11,160.7,1762095060.0
539.33,480.75,458.37,264.26,351.32,253.29,535.42,102.03,709.84,315.36,297.27,160.83,1762095120.0
539.6,481.02,458.65,264.43,351.3,253.25,535.35,102.1,709.83,315.48,297.22,160.92,1762095180.0
539.59,480.98,458.88,264.49,351.52,253.29,535.39,102.13,709.96,315.57,297.31,160.98,1762095240.0
539.85,480.93,458.98,264.6,351.59,253.31,535.74,102.26,710.39,315.49,297.4,160.98,1762095300.0
540.17,480.99,459.18,264.54,351.5,253.49,535.95,102.34,710.59,315.58,297.38,161.0,1762095360.0
540.07,481.07,459.13,264.49,351.64,253.59,536.11,102.46,710.95,315.56,297.45,161.05,1762095420.0
540.37,481.13,459.43,264.47,351.88,253.76,536.38,102.58,711.25,315.73,297.46,161.09,1762095480.0
540.27,480.99,459.62,264.5,352.13,253.69,536.63,102.64,711.14,315.67,297.56,161.15,1762095540.0
540.1,481.02,459.88,264.69,352.06,253.76,536.52,102.69,711.0,315.82,297.77,161.16,1762095600.0
540.01,481.15,459.85,264.67,351.97,253.82,536.76,102.74,711.35,315.85,297.95,161.29,1762095660.0
540.11,481.2,459.95,264.71,351.89,253.93,536.92,102.82,711.26,316.06,297.89,161.3,1762095720.0
540.28,481.49,460.1,264.86,351.86,253.98,536.79,102.87,711.19,316.01,298.06,161.33,1762095780.0
540.57,481.64,460.25,264.8,351.92,253.92,536.92,102.98,711.14,316.11,298.21,161.38,1762095840.0
540.89,481.81,460.21,264.82,352.05,253.95,536.78,103.04,711.29,316.08,298.39,161.42,1762095900.0
540.7,481.81,460.4,264.87,352.06,253.92,537.06,103.09,711.73,316.2,298.55,161.56,1762095960.0
540.65,481.83,460.42,264.95,352.06,253.89,537.01,103.13,711.91,316.33,298.73,161.55,1762096020.0
540.87,481.88,460.35,265.05,352.23,254.02,537.0,103.21,712.22,316.25,298.7,161.65,1762096080.0
540.87,481.75,460.44,265.23,352.17,254.11,537.09,103.28,712.64,316.46,298.74,161.69,1762096140.0
541.16,481.63,460.41,265.39,352.34,254.27,537.27,103.35,712.59,316.63,298.97,161.73,1762096200.0
541.2,481.9,460.68,265.58,352.44,254.23,537.24,103.42,713.07,316.56,299.08,161.74,1762096260.0
541.54,482.2,460.91,265.54,352.46,254.23,537.14,103.52,713.41,316.74,299.06,161.74,1762096320.0
541.82,482.16,460.8,265.62,352.44,254.23,537.37,103.56,713.57,316.69,299.16,161.73,1762096380.0
542.03,482.19,461.0,265.56,352.57,254.23,537.56,103.66,713.45,316.79,299.28,161.73,1762096440.0
542.13,482.14,460.92,265.51,352.49,254.18,537.6,103.76,713.32,316.72,299.27,161.75,1762096500.0
542.11,482.19,461.12,265.61,352.47,254.22,537.72,103.8,713.65,316.75,299.25,161.84,1762096560.0
542.04,482.42,461.37,265.71,352.65,254.4,537.61,103.84,713.98,316.78,299.43,161.86,1762096620.0
542.15,482.41,461.45,265.88,352.6,254.45,537.53,103.88,714.43,316.84,299.62,161.89,1762096680.0
542.44,482.64,461.53,266.01,352.66,254.48,537.41,103.98,714.62,316.79,299.79,161.99,1762096740.0
542.59,482.46,461.43,266.16,352.68,254.42,537.71,104.02,714.46,316.89,299.87,162.04,1762096800.0
542.52,482.5,461.37,266.09,352.65,254.36,537.67,104.07,714.72,316.96,299.94,162.13,1762096860.0
542.51,482.36,461.31,266.17,352.71,254.39,537.74,104.12,715.14,317.18,299.96,162.14,1762096920.0
542.35,482.55,461.62,266.26,352.92,254.51,537.69,104.23,715.2,317.17,299.98,162.28,1762096980.0
542.22,482.56,461.63,266.43,353.1,254.64,537.99,104.27,715.08,317.13,300.19,162.37,1762097040.0
542.37,482.86,461.62,266.47,353.21,254.75,538.13,104.31,715.38,317.1,300.34,162.5,1762097100.0
542.41,482.81,461.9,266.52,353.36,254.8,538.27,104.39,715.42,317.11,300.34,162.5,1762097160.0
542.44,482.87,461.77,266.65,353.44,254.73,538.42,104.47,715.63,317.31,300.51,162.51,1762097220.0
542.56,483.13,461.77,266.73,353.46,254.9,538.65,104.54,715.5,317.3,300.74,162.57,1762097280.0
542.9,483.25,461.97,266.81,353.59,254.87,538.73,104.67,715.6,317.48,300.94,162.57,1762097340.0
543.03,483.36,461.98,266.83,353.51,254.85,538.62,104.76,716.11,317.7,301.18,162.65,1762097400.0
543.38,483.43,462.01,266.83,353.47,255.02,538.47,104.84,716.16,317.64,301.42,162.74,1762097460.0
543.68,483.48,462.13,266.9,353.37,255.1,538.59,104.91,716.08,317.61,301.51,162.79,1762097520.0
543.63,483.41,462.21,267.09,353.5,255.27,538.69,104.99,716.45,317.71,301.7,162.86,1762097580.0
543.66,483.26,462.15,267.16,353.65,255.44,539.04,105.07,716.61,317.7,301.74,162.91,1762097640.0
543.97,483.21,462.08,267.31,353.64,255.38,539.28,105.15,716.77,317.87,301.95,163.0,1762097700.0
543.96,483.16,462.15,267.46,353.63,255.32,539.51,105.23,716.77,317.98,302.0,163.04,1762097760.0
543.94,483.37,462.17,267.61,353.55,255.45,539.41,105.35,716.95,318.01,302.02,163.16,1762097820.0
544.21,483.21,462.24,267.75,353.74,255.52,539.41,105.01,716.8,318.14,301.98,163.15,1762097880.0
544.55,483.3,462.32,267.95,353.76,255.53,539.31,104.67,717.04,318.35,302.0,163.27,1762097940.0
544.88,483.55,462.3,268.08,353.96,255.6,539.53,104.33,717.06,318.3,302.18,163.3,1762098000.0
545.15,483.75,462.21,268.25,354.04,255.66,539.83,103.99,717.58,318.34,302.13,163.38,1762098060.0
545.28,483.89,462.19,268.37,353.97,255.63,539.73,103.65,717.69,318.42,302.27,163.45,1762098120.0
545.44,483.81,462.2,268.32,354.13,255.81,539.84,103.31,717.9,318.5,302.31,163.46,1762098180.0
545.3,483.65,462.42,268.43,354.23,255.88,539.74,102.97,718.24,318.52,302.29,163.48,1762098240.0
545.63,483.87,462.51,268.53,354.18,255.89,539.95,102.63,718.63,318.55,302.49,163.5,1762098300.0
545.82,483.81,462.69,268.55,354.39,255.99,539.8,102.29,718.89,318.63,302.43,163.53,1762098360.0
545.94,483.88,462.98,268.54,354.36,255.99,539.7,101.95,718.88,318.69,302.6,163.66,1762098420.0
546.2,483.75,462.89,268.65,354.56,256.15,540.06,101.61,719.03,318.63,302.54,163.71,1762098480.0
546.01,483.58,463.15,268.62,354.64,256.14,540.27,101.27,719.04,318.84,302.62,163.77,1762098540.0
546.33,483.84,463.35,268.76,354.81,256.2,540.45,100.93,719.38,318.97,302.56,163.82,1762098600.0
546.64,483.94,463.56,268.78,354.91,256.31,540.36,100.59,719.4,319.04,302.58,163.84,1762098660.0
546.99,483.97,463.79,268.94,355.16,256.24,540.39,100.25,719.71,318.96,302.54,163.95,1762098720.0
546.95,484.06,463.79,269.09,355.33,256.35,540.27,99.91,720.25,319.05,302.78,164.01,1762098780.0
546.91,484.01,464.06,269.06,355.28,256.43,540.23,99.57,720.25,319.21,302.97,164.04,1762098840.0
546.81,483.98,463.97,269.24,355.22,256.49,540.42,99.23,720.13,319.35,303.11,164.09,1762098900.0
546.92,484.02,464.19,269.39,355.35,256.65,540.32,98.89,720.52,319.27,303.2,164.12,1762098960.0
547.16,483.95,464.12,269.51,355.34,256.62,540.51,98.55,720.44,319.19,303.35,164.24,1762099020.0
547.04,484.09,464.24,269.53,355.38,256.75,540.78,98.21,720.64,319.23,303.38,164.36,1762099080.0
547.36,484.16,464.46,269.59,355.49,256.86,540.79,97.87,720.58,319.26,303.48,164.49,1762099140.0
547.29,484.36,464.56,269.59,355.73,257.02,540.69,97.53,720.82,319.35,303.54,164.55,1762099200.0
547.15,484.26,464.88,269.76,355.84,257.2,541.0,97.19,720.83,319.28,303.76,164.61,1762099260.0
547.36,484.19,464.98,269.82,356.03,257.24,541.31,96.85,721.03,319.23,303.77,164.71,1762099320.0
547.33,484.41,465.07,269.89,356.14,257.18,541.42,96.51,721.07,319.42,303.86,164.77,1762099380.0
547.63,484.33,465.15,269.89,356.34,257.18,541.53,96.17,721.56,319.51,303.97,164.89,1762099440.0
547.6,484.57,465.16,269.93,356.28,257.26,541.84,95.83,721.63,319.49,303.94,164.89,1762099500.0
547.77,484.76,465.18,270.02,356.25,257.4,541.96,95.49,721.55,319.51,304.04,164.88,1762099560.0
547.58,484.98,465.23,269.98,356.24,257.5,542.2,95.15,721.97,319.46,304.0,164.99,1762099620.0
547.48,485.11,465.27,269.97,356.42,257.58,542.52,94.81,722.13,319.42,304.02,165.02,1762099680.0
547.54,485.11,465.23,269.96,356.45,257.52,542.5,94.47,722.27,319.43,304.13,165.14,1762099740.0
547.75,485.15,465.28,269.98,356.51,257.69,542.44,94.13,722.46,319.52,304.35,165.16,1762099800.0
547.95,485.2,465.27,270.02,356.58,257.65,542.75,93.79,722.32,319.59,304.32,165.19,1762099860.0
